Store ID,Store Name,Positive Feedback,Feeback Store,Date Opened,Item as Described,Communication,Shipping Speed,Time Scraped
2664154,ji ADF Store,372,97.0,01 Nov 2016,4.7,4.6,4.4,2017-04-30 01:22:03.231309
1972984,good faith management fur,2748,98.2,08 Dec 2015,4.7,4.8,4.8,2017-04-30 01:22:04.302747
527433,Pure Box,7112,98.2,29 May 2013,4.7,4.6,4.4,2017-04-30 01:22:05.281672
1213446,golden diamond,4214,96.6,11 Apr 2014,4.6,4.6,4.4,2017-04-30 01:22:06.395791
505512,Q-IMAGE Official Store,7973,97.1,12 Jan 2011,4.7,4.7,4.7,2017-04-30 01:22:07.573759
1114889,Fashionable Forefront Store,8026,96.7,11 Feb 2014,4.7,4.7,4.4,2017-04-30 01:22:08.495164
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:22:09.356462
633893,Hip Top,19500,97.6,14 Aug 2013,4.7,4.6,4.4,2017-04-30 01:22:10.410494
527433,Pure Box,7112,98.2,29 May 2013,4.7,4.6,4.4,2017-04-30 01:22:11.386557
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:22:12.292590
1803487,Explosive menswear,1722,94.5,08 May 2015,4.4,4.5,4.3,2017-04-30 01:22:13.626969
513064,Mwxsd xishuo Store,23027,96.6,03 Jul 2012,4.5,4.6,4.5,2017-04-30 01:22:14.491055
1241475,MRMT Lovepure Store,2270,96.5,26 Apr 2014,4.5,4.6,4.5,2017-04-30 01:22:15.332490
1854480,HEYKESON Official Store,16714,96.4,06 Jul 2015,4.6,4.7,4.5,2017-04-30 01:22:16.418248
1407168,"Beijing schoenberg factory wholesale trade co., LTD",9346,96.6,16 Aug 2014,4.6,4.6,4.5,2017-04-30 01:22:17.556180
2554001,GD ss Store,313,97.8,25 Sep 2016,4.6,4.6,4.6,2017-04-30 01:22:18.639085
2412016,Boutique Store,332,98.5,30 Aug 2016,4.8,4.9,4.9,2017-04-30 01:22:19.480764
2809083,Ms Arya Store,615,97.8,07 Feb 2017,4.7,4.7,4.6,2017-04-30 01:22:20.553484
2180158,TARCHIA,1279,99.1,26 May 2016,4.8,4.8,4.6,2017-04-30 01:22:21.517482
623302,MIACAWOR Store,21966,96.5,13 Apr 2013,4.6,4.7,4.6,2017-04-30 01:22:22.443639
1497387,TOP RANKING,18534,96.5,29 Oct 2014,4.6,4.7,4.5,2017-04-30 01:22:23.322331
1016246,"Supplier in China. Wholesale, retail. High quality. Low Price!",7438,97.1,01 Nov 2013,4.6,4.6,4.5,2017-04-30 01:22:24.305142
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:22:25.170283
633351,beautiful life of store,1248,96.3,08 Aug 2013,4.6,4.6,4.4,2017-04-30 01:22:26.113244
2189131,"World First.,LTD",9792,98.9,17 May 2016,4.8,4.7,4.6,2017-04-30 01:22:27.101233
1619054,"HITEE Fashion CO,. LTD.",2758,98.5,17 Dec 2014,4.7,4.7,4.4,2017-04-30 01:22:28.244017
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:22:29.259409
1526554,HAMPSON LANQE A tops Store,14709,96.6,22 Nov 2014,4.6,4.5,4.2,2017-04-30 01:22:30.190785
633893,Hip Top,19500,97.6,14 Aug 2013,4.7,4.6,4.4,2017-04-30 01:22:31.196318
2160036,TECHOME Pro- Store,478,95.4,18 Apr 2016,4.6,4.7,4.6,2017-04-30 01:22:32.360126
1087257,Moomphya StreetWear Store,4633,96.4,27 Dec 2013,4.6,4.6,4.5,2017-04-30 01:22:33.311577
609086,AICLINE SHIRT,6841,97.4,24 Oct 2011,4.6,4.5,4.4,2017-04-30 01:22:34.315942
628639,franco pablo's store,15344,96.9,15 Jun 2013,4.6,4.6,4.5,2017-04-30 01:22:35.374927
2031105,Amazing Hero,8293,98.6,20 Feb 2016,4.8,4.7,4.6,2017-04-30 01:22:36.247964
2798001,SameLion Store,494,94.1,27 Nov 2016,4.5,4.7,4.6,2017-04-30 01:22:37.200151
1683341,ZiLingLan Official Store,9289,97.3,26 Jan 2015,4.6,4.6,4.4,2017-04-30 01:22:38.338622
925411,MEGE KNIGHT Official Store,16026,98.3,05 May 2013,4.7,4.8,4.6,2017-04-30 01:22:39.331255
1244027,HH Tshirt Authorized Store,18861,98.8,29 Apr 2014,4.8,4.8,4.7,2017-04-30 01:22:40.266311
1665279,ANGRYGOLDFISH 6 Store,12638,98.1,08 Jan 2015,4.7,4.7,4.5,2017-04-30 01:22:41.304875
235568,YIZHOU Store,15628,93.9,04 Sep 2013,4.5,4.6,4.4,2017-04-30 01:22:42.456358
535387,Hansum,11834,91.3,29 Aug 2013,4.2,4.3,4.0,2017-04-30 01:22:43.342674
229386,New Fashion Clothing Flagship Store,15214,98.4,24 Jun 2013,4.7,4.8,4.7,2017-04-30 01:22:44.733830
1797676,Qybian ShenZhen Store,221,97.7,03 May 2015,4.6,4.7,4.5,2017-04-30 01:22:45.708473
1200276,Living Element,3089,97.7,03 Apr 2014,4.8,4.7,4.5,2017-04-30 01:22:46.865914
1168434,TUNSECHY Official Store,25363,94.4,08 Mar 2014,4.4,4.5,4.2,2017-04-30 01:22:48.178276
1407168,"Beijing schoenberg factory wholesale trade co., LTD",9346,96.6,16 Aug 2014,4.6,4.6,4.5,2017-04-30 01:22:49.173721
1777283,LH-Top Fashion,9398,97.2,24 Apr 2015,4.7,4.7,4.7,2017-04-30 01:22:50.150753
1485321,Global village No. 2 Shop,8502,96.3,18 Oct 2014,4.6,4.6,4.5,2017-04-30 01:22:51.059429
917143,Vogue&Element V Store,5360,98.2,12 Dec 2012,4.7,4.7,4.5,2017-04-30 01:22:51.968689
424064,Moe Cerf Enterprise Store,2700,97.8,20 Apr 2013,4.7,4.7,4.5,2017-04-30 01:22:52.841605
1679239,"Professional Print Clothing CO.,LTD",3394,94.2,18 Jan 2015,4.5,4.5,4.4,2017-04-30 01:22:53.827795
1760437,Phanteen Trend Store,3862,95.1,05 Apr 2015,4.6,4.6,4.4,2017-04-30 01:22:54.832837
1832347,HOOK ON YOU,1075,97.7,23 Jun 2015,4.7,4.7,4.5,2017-04-30 01:22:55.968106
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:22:56.834801
1460275,EVOCUST Unique Store,4604,98.3,27 Sep 2014,4.7,4.7,4.6,2017-04-30 01:22:57.853298
708930,-HOOK-ON-YOU- Store,8653,97.9,16 Sep 2011,4.7,4.7,4.6,2017-04-30 01:22:58.953617
1188255,Fidiori Comfortable Store,54,100.0,23 Mar 2014,4.9,4.9,4.8,2017-04-30 01:22:59.925778
1983047,Hangzhou Bolubao III Store,3033,96.5,09 Dec 2015,4.6,4.6,4.5,2017-04-30 01:23:00.876338
2341010,The Shop Without A Name,1922,98.1,11 Jul 2016,4.7,4.7,4.5,2017-04-30 01:23:01.982622
1987598,Seven Joe Official Store,6852,97.8,26 Dec 2015,4.7,4.7,4.6,2017-04-30 01:23:03.292692
1972481,Cross Group Co. Ltd.,3229,97.7,04 Dec 2015,4.6,4.6,4.3,2017-04-30 01:23:04.257714
1490177,Yitang Store,2985,98.8,20 Oct 2014,4.8,4.8,4.7,2017-04-30 01:23:05.401211
1737020,Envmenst Men's Clothes Store,10395,95.0,17 Mar 2015,4.5,4.5,4.4,2017-04-30 01:23:06.374568
1972984,good faith management fur,2748,98.2,08 Dec 2015,4.7,4.8,4.8,2017-04-30 01:23:07.777903
1665279,ANGRYGOLDFISH 6 Store,12638,98.1,08 Jan 2015,4.7,4.7,4.5,2017-04-30 01:23:09.034958
2672118,Noodles Store,1024,95.4,25 Oct 2016,4.6,4.6,4.5,2017-04-30 01:23:10.184154
633893,Hip Top,19500,97.6,14 Aug 2013,4.7,4.6,4.4,2017-04-30 01:23:11.536141
2180158,TARCHIA,1279,99.1,26 May 2016,4.8,4.8,4.6,2017-04-30 01:23:12.438909
2849008,TTATT Design Store,40,100.0,09 Feb 2017,4.9,4.9,5.0,2017-04-30 01:23:13.474571
623302,MIACAWOR Store,21966,96.5,13 Apr 2013,4.6,4.7,4.6,2017-04-30 01:23:14.360722
1497387,TOP RANKING,18534,96.5,29 Oct 2014,4.6,4.7,4.5,2017-04-30 01:23:15.331809
1016246,"Supplier in China. Wholesale, retail. High quality. Low Price!",7438,97.1,01 Nov 2013,4.6,4.6,4.5,2017-04-30 01:23:16.314124
2963111,K C Store,91,100.0,19 Mar 2017,5.0,5.0,5.0,2017-04-30 01:23:17.501959
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:23:18.380914
633351,beautiful life of store,1248,96.3,08 Aug 2013,4.6,4.6,4.4,2017-04-30 01:23:19.372458
2189131,"World First.,LTD",9792,98.9,17 May 2016,4.8,4.7,4.6,2017-04-30 01:23:20.475141
1143048,ESLITE HYUN 007 Store,9693,96.7,19 Feb 2014,4.7,4.7,4.6,2017-04-30 01:23:21.336097
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:23:22.191831
1526554,HAMPSON LANQE A tops Store,14709,96.6,22 Nov 2014,4.6,4.5,4.2,2017-04-30 01:23:23.189439
633893,Hip Top,19500,97.6,14 Aug 2013,4.7,4.6,4.4,2017-04-30 01:23:24.115359
515858,"Lexiang Trading Co., Ltd.",5469,98.1,02 Nov 2012,4.7,4.8,4.7,2017-04-30 01:23:25.124766
1619054,"HITEE Fashion CO,. LTD.",2758,98.5,17 Dec 2014,4.7,4.7,4.4,2017-04-30 01:23:26.192307
2160036,TECHOME Pro- Store,478,95.4,18 Apr 2016,4.6,4.7,4.6,2017-04-30 01:23:27.491439
1087257,Moomphya StreetWear Store,4633,96.4,27 Dec 2013,4.6,4.6,4.5,2017-04-30 01:23:28.675414
609086,AICLINE SHIRT,6841,97.4,24 Oct 2011,4.6,4.5,4.4,2017-04-30 01:23:29.782293
628639,franco pablo's store,15344,96.9,15 Jun 2013,4.6,4.6,4.5,2017-04-30 01:23:30.977132
2031105,Amazing Hero,8293,98.6,20 Feb 2016,4.8,4.7,4.6,2017-04-30 01:23:31.844472
2798001,SameLion Store,494,94.1,27 Nov 2016,4.5,4.7,4.6,2017-04-30 01:23:32.680653
708938,Topcool Fashion(Wholesaler&Drop shipping),22142,95.6,16 Sep 2011,4.5,4.6,4.5,2017-04-30 01:23:33.721997
1683341,ZiLingLan Official Store,9289,97.3,26 Jan 2015,4.6,4.6,4.4,2017-04-30 01:23:34.773778
925411,MEGE KNIGHT Official Store,16026,98.3,05 May 2013,4.7,4.8,4.6,2017-04-30 01:23:35.756642
1244027,HH Tshirt Authorized Store,18861,98.8,29 Apr 2014,4.8,4.8,4.7,2017-04-30 01:23:36.677671
2180158,TARCHIA,1279,99.1,26 May 2016,4.8,4.8,4.6,2017-04-30 01:23:37.634494
111175,Lovingirl Sexy Lingerie,39797,98.8,25 Mar 2012,4.8,4.8,4.7,2017-04-30 01:23:38.524063
736737,Devil Art Store,14562,96.1,16 Sep 2013,4.6,4.7,4.6,2017-04-30 01:23:39.396342
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:23:40.222668
1777087,LoveFashion Store,14919,97.2,21 Apr 2015,4.6,4.7,4.7,2017-04-30 01:23:41.365815
1987598,Seven Joe Official Store,6852,97.8,26 Dec 2015,4.7,4.7,4.6,2017-04-30 01:23:42.466454
1761014,Gash Hao Store,9338,97.2,06 Apr 2015,4.7,4.7,4.5,2017-04-30 01:23:43.366647
1663111,Shop1663111 Store,2086,91.6,05 Jan 2015,4.4,4.5,4.4,2017-04-30 01:23:44.417870
1490177,Yitang Store,2985,98.8,20 Oct 2014,4.8,4.8,4.7,2017-04-30 01:23:45.426950
1679019,TShirt Officially Licensed Store,26772,99.0,15 Jan 2015,4.8,4.8,4.7,2017-04-30 01:23:46.332802
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:23:47.194780
1526554,HAMPSON LANQE A tops Store,14709,96.6,22 Nov 2014,4.6,4.5,4.2,2017-04-30 01:23:48.111647
406498,"Sophia apparel (China) Co., Ltd. More quantity more discount!",59668,97.9,18 Apr 2011,4.7,4.7,4.6,2017-04-30 01:23:49.356473
2304097,Men of the world Store,2204,95.6,08 Jul 2016,4.6,4.6,4.6,2017-04-30 01:23:51.127459
1241475,MRMT Lovepure Store,2270,96.5,26 Apr 2014,4.5,4.6,4.5,2017-04-30 01:23:52.037649
2221001,LUCKYFRIDAY Store,3653,96.8,29 May 2016,4.6,4.6,4.5,2017-04-30 01:23:53.172162
2162155,YUNFEIFAN Store,1497,97.2,03 May 2016,4.7,4.6,4.5,2017-04-30 01:23:54.066835
1665279,ANGRYGOLDFISH 6 Store,12638,98.1,08 Jan 2015,4.7,4.7,4.5,2017-04-30 01:23:55.039693
1075230,Miss Charm,27162,96.7,13 Dec 2013,4.6,4.6,4.2,2017-04-30 01:23:56.159253
739909,BrotherWang Store,5045,97.1,25 Oct 2013,4.6,4.7,4.6,2017-04-30 01:23:57.127943
734050,Lance Donovan Professional Men Apparel & Accessories Store,19386,96.1,15 Aug 2013,4.6,4.6,4.5,2017-04-30 01:23:58.056278
1143048,ESLITE HYUN 007 Store,9693,96.7,19 Feb 2014,4.7,4.7,4.6,2017-04-30 01:23:58.916041
1832347,HOOK ON YOU,1075,97.7,23 Jun 2015,4.7,4.7,4.5,2017-04-30 01:23:59.794735
1858295,"Fashion leisure outdoor cycling sportswear co., LTD",3642,95.7,20 Jul 2015,4.4,4.5,4.2,2017-04-30 01:24:00.762337
2666161,uncle Loong Store,823,99.2,28 Oct 2016,4.8,4.7,4.6,2017-04-30 01:24:01.677731
527433,Pure Box,7112,98.2,29 May 2013,4.7,4.6,4.4,2017-04-30 01:24:02.691953
1905738,Fight the tiger tonight,5274,95.0,17 Aug 2015,4.5,4.5,4.3,2017-04-30 01:24:03.533035
2290056,HU QI SHA,500,97.4,05 Jul 2016,4.7,4.7,4.4,2017-04-30 01:24:04.643158
2027080,JPJ,3193,98.1,18 Feb 2016,4.7,4.6,4.3,2017-04-30 01:24:05.559715
1959869,Forsign Store,777,98.4,09 Nov 2015,4.7,4.7,4.5,2017-04-30 01:24:06.800759
633893,Hip Top,19500,97.6,14 Aug 2013,4.7,4.6,4.4,2017-04-30 01:24:07.741848
1907506,Beauty Love Clothing,4198,98.5,27 Aug 2015,4.8,4.8,4.7,2017-04-30 01:24:08.625913
2342247,Menswear1 Store,1208,96.4,08 Aug 2016,4.7,4.7,4.7,2017-04-30 01:24:09.499994
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:24:10.422366
2347124,Muscle brothers Store,3895,94.4,21 Jul 2016,4.5,4.5,4.3,2017-04-30 01:24:11.270822
1361294,LANGBEEYAR Official Store,34270,98.2,08 Jul 2014,4.7,4.8,4.6,2017-04-30 01:24:12.244089
1044115,"Bestore Men's Fashion Co.,Ltd.",30963,93.4,26 Nov 2013,4.4,4.5,4.3,2017-04-30 01:24:13.205871
1555382,KK GEEZER,10560,97.9,06 Dec 2014,4.7,4.8,4.6,2017-04-30 01:24:14.122519
417331,J's Style,15485,97.7,24 Dec 2012,4.7,4.7,4.6,2017-04-30 01:24:15.094386
2189131,"World First.,LTD",9792,98.9,17 May 2016,4.8,4.7,4.6,2017-04-30 01:24:16.198460
1075230,Miss Charm,27162,96.7,13 Dec 2013,4.6,4.6,4.2,2017-04-30 01:24:17.309068
931461,Zbrandy Store,12248,97.6,17 Jul 2013,4.6,4.7,4.6,2017-04-30 01:24:18.593759
413224,Mr.1991INC&Miss.GO TopBrand Store,34105,97.3,26 Jul 2012,4.6,4.6,4.5,2017-04-30 01:24:19.745326
1873745,"Hangzhou export co., LTD",6455,97.8,27 Jul 2015,4.7,4.7,4.6,2017-04-30 01:24:20.748748
1750227,Ever Professionals Store,1659,97.6,24 Mar 2015,4.7,4.7,4.4,2017-04-30 01:24:21.708494
322141,I'm Fashionista,4833,97.2,18 Aug 2012,4.6,4.6,4.3,2017-04-30 01:24:22.637646
708930,-HOOK-ON-YOU- Store,8653,97.9,16 Sep 2011,4.7,4.7,4.6,2017-04-30 01:24:24.012558
2304097,Men of the world Store,2204,95.6,08 Jul 2016,4.6,4.6,4.6,2017-04-30 01:24:25.016722
703003,Hey ! Jerry,3500,97.5,20 Jul 2010,4.7,4.6,4.3,2017-04-30 01:24:26.151900
2189131,"World First.,LTD",9792,98.9,17 May 2016,4.8,4.7,4.6,2017-04-30 01:24:27.346099
2802048,Tee Shirt Funny Printed Store,582,94.9,05 Dec 2016,4.6,4.7,4.7,2017-04-30 01:24:28.264346
1500977,Happy Square Shopping Center,12028,98.2,11 Nov 2014,4.7,4.6,4.4,2017-04-30 01:24:29.352817
2290025,"Shenzhen Jiasheng Spin Clothes Co., Ltd Store",2023,97.9,02 Jul 2016,4.7,4.8,4.7,2017-04-30 01:24:30.247763
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:24:31.140724
1526554,HAMPSON LANQE A tops Store,14709,96.6,22 Nov 2014,4.6,4.5,4.2,2017-04-30 01:24:32.148078
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:24:33.015995
708930,-HOOK-ON-YOU- Store,8653,97.9,16 Sep 2011,4.7,4.7,4.6,2017-04-30 01:24:34.103629
111175,Lovingirl Sexy Lingerie,39797,98.8,25 Mar 2012,4.8,4.8,4.7,2017-04-30 01:24:35.016824
1991086,"Fans Of Music Tops Co., LTD.",1687,95.8,06 Jan 2016,4.5,4.4,4.0,2017-04-30 01:24:35.908894
2290025,"Shenzhen Jiasheng Spin Clothes Co., Ltd Store",2023,97.9,02 Jul 2016,4.7,4.8,4.7,2017-04-30 01:24:36.834751
1908258,THE COOLMIND Store,11561,97.9,24 Aug 2015,4.7,4.6,4.4,2017-04-30 01:24:37.967360
924569,REAN YIA SZHI RYS1 Store,10639,94.8,24 Apr 2013,4.5,4.5,4.3,2017-04-30 01:24:38.887810
406498,"Sophia apparel (China) Co., Ltd. More quantity more discount!",59668,97.9,18 Apr 2011,4.7,4.7,4.6,2017-04-30 01:24:40.068076
1847694,Super T Shirts,5827,98.7,08 Jul 2015,4.8,4.7,4.6,2017-04-30 01:24:41.140861
1596078,Shenzheng Shirt Shop,5794,98.9,13 Dec 2014,4.8,4.7,4.6,2017-04-30 01:24:42.104171
423601,linyue yang's store,7347,91.8,15 Apr 2013,4.4,4.4,4.1,2017-04-30 01:24:43.038070
511131,Little Cherry Fashion Clothing,14188,98.6,28 Mar 2012,4.8,4.8,4.7,2017-04-30 01:24:44.002002
1202886,"Shenzhen Tianfen Electronics Co., Ltd.",20052,97.3,08 Apr 2014,4.7,4.7,4.6,2017-04-30 01:24:44.979320
1987194,XiaoMeng 3D Store,2472,96.7,20 Dec 2015,4.6,4.6,4.5,2017-04-30 01:24:45.866765
1679019,TShirt Officially Licensed Store,26772,99.0,15 Jan 2015,4.8,4.8,4.7,2017-04-30 01:24:46.830669
225170,Magical 2016,41461,95.0,05 May 2013,4.6,4.6,4.4,2017-04-30 01:24:47.768219
923654,"AOXUAN CLOTHING CO.,Ltd",12603,97.3,14 Apr 2013,4.7,4.7,4.6,2017-04-30 01:24:48.844657
2068027,summer top fashion,2995,97.7,25 Feb 2016,4.7,4.6,4.4,2017-04-30 01:24:49.741509
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:24:50.605990
2666161,uncle Loong Store,823,99.2,28 Oct 2016,4.8,4.7,4.6,2017-04-30 01:24:51.668401
2131012,Fire Kirin Men's Store,3210,97.6,17 Mar 2016,4.7,4.8,4.6,2017-04-30 01:24:52.656435
527785,PhysiqApparel Store,12087,97.6,02 Jun 2013,4.7,4.7,4.6,2017-04-30 01:24:53.561904
406498,"Sophia apparel (China) Co., Ltd. More quantity more discount!",59668,97.9,18 Apr 2011,4.7,4.7,4.6,2017-04-30 01:24:54.668277
2785251,HOOK-ON-YOU Store,239,98.4,17 Jan 2017,4.6,4.6,4.6,2017-04-30 01:24:55.617781
1619054,"HITEE Fashion CO,. LTD.",2758,98.5,17 Dec 2014,4.7,4.7,4.4,2017-04-30 01:24:56.646820
2134051,FanFish Store,2557,97.4,22 Mar 2016,4.7,4.7,4.5,2017-04-30 01:24:57.603639
1500977,Happy Square Shopping Center,12028,98.2,11 Nov 2014,4.7,4.6,4.4,2017-04-30 01:24:58.657488
708930,-HOOK-ON-YOU- Store,8653,97.9,16 Sep 2011,4.7,4.7,4.6,2017-04-30 01:24:59.577754
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:25:00.432967
1817431,li fen wen na Official Store,16043,97.9,28 May 2015,4.7,4.7,4.6,2017-04-30 01:25:01.350583
903027,E-BAIHUI Store,28724,98.2,31 Jul 2010,4.7,4.7,4.6,2017-04-30 01:25:02.367903
111175,Lovingirl Sexy Lingerie,39797,98.8,25 Mar 2012,4.8,4.8,4.7,2017-04-30 01:25:03.558236
1460275,EVOCUST Unique Store,4604,98.3,27 Sep 2014,4.7,4.7,4.6,2017-04-30 01:25:04.435497
302431,Alisister Store,45785,96.5,07 Jun 2010,4.6,4.6,4.4,2017-04-30 01:25:05.483781
1418158,Beswlz,4043,97.3,29 Aug 2014,4.7,4.7,4.7,2017-04-30 01:25:06.423248
1075230,Miss Charm,27162,96.7,13 Dec 2013,4.6,4.6,4.2,2017-04-30 01:25:07.482492
424064,Moe Cerf Enterprise Store,2700,97.8,20 Apr 2013,4.7,4.7,4.5,2017-04-30 01:25:08.341294
2031105,Amazing Hero,8293,98.6,20 Feb 2016,4.8,4.7,4.6,2017-04-30 01:25:09.201234
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:25:10.082875
1526554,HAMPSON LANQE A tops Store,14709,96.6,22 Nov 2014,4.6,4.5,4.2,2017-04-30 01:25:11.141005
708930,-HOOK-ON-YOU- Store,8653,97.9,16 Sep 2011,4.7,4.7,4.6,2017-04-30 01:25:12.026467
1500977,Happy Square Shopping Center,12028,98.2,11 Nov 2014,4.7,4.6,4.4,2017-04-30 01:25:12.888670
1110887,Tai Tao Clothing Factory,5994,97.7,11 Feb 2014,4.7,4.7,4.6,2017-04-30 01:25:13.897428
1180629,Alison'Store,18047,96.9,14 Mar 2014,4.6,4.7,4.6,2017-04-30 01:25:14.813498
2346143,Men Ifu Store,6148,94.6,26 Jul 2016,4.5,4.6,4.3,2017-04-30 01:25:15.870770
1853882,Comics home,1609,97.8,09 Jul 2015,4.7,4.7,4.6,2017-04-30 01:25:17.027228
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:25:17.942546
1490177,Yitang Store,2985,98.8,20 Oct 2014,4.8,4.8,4.7,2017-04-30 01:25:18.857287
1817431,li fen wen na Official Store,16043,97.9,28 May 2015,4.7,4.7,4.6,2017-04-30 01:25:19.886167
734425,JUNGLE ZONE Official Store,23604,97.8,19 Aug 2013,4.8,4.8,4.7,2017-04-30 01:25:20.784358
1040983,I am Sim Store,2111,98.1,25 Nov 2013,4.7,4.7,4.4,2017-04-30 01:25:21.686312
302431,Alisister Store,45785,96.5,07 Jun 2010,4.6,4.6,4.4,2017-04-30 01:25:22.683678
1213767,"Fitness,s Store",16260,96.6,13 Apr 2014,4.6,4.6,4.4,2017-04-30 01:25:23.667822
905684,TADDLEE Official Store,39801,97.4,16 Feb 2011,4.7,4.7,4.6,2017-04-30 01:25:24.615156
1162283,JACKET CORDEE Store,27465,97.8,04 Mar 2014,4.7,4.7,4.6,2017-04-30 01:25:25.628027
1980090,Haoyu,2767,97.6,11 Dec 2015,4.7,4.7,4.6,2017-04-30 01:25:26.608133
225170,Magical 2016,41461,95.0,05 May 2013,4.6,4.6,4.4,2017-04-30 01:25:27.480277
1404031,HANHENT HH Official Store,14103,98.4,14 Aug 2014,4.8,4.7,4.7,2017-04-30 01:25:28.488571
1209587,PioneerCamp Official Flagship Store,38927,98.9,13 Apr 2014,4.8,4.9,4.7,2017-04-30 01:25:29.428354
1959869,Forsign Store,777,98.4,09 Nov 2015,4.7,4.7,4.5,2017-04-30 01:25:30.482813
1702269,JWJ STORE,20644,98.6,01 Feb 2015,4.8,4.7,4.7,2017-04-30 01:25:31.425326
609086,AICLINE SHIRT,6841,97.4,24 Oct 2011,4.6,4.5,4.4,2017-04-30 01:25:32.781505
623302,MIACAWOR Store,21966,96.5,13 Apr 2013,4.6,4.7,4.6,2017-04-30 01:25:33.752042
1110887,Tai Tao Clothing Factory,5994,97.7,11 Feb 2014,4.7,4.7,4.6,2017-04-30 01:25:34.823019
2179124,Good luck VICKY,1091,91.2,16 May 2016,4.4,4.4,4.3,2017-04-30 01:25:35.703649
1972984,good faith management fur,2748,98.2,08 Dec 2015,4.7,4.8,4.8,2017-04-30 01:25:36.700520
2217068,Boutique Tops Store,7677,96.2,10 Jun 2016,4.5,4.5,4.2,2017-04-30 01:25:37.628087
413224,Mr.1991INC&Miss.GO TopBrand Store,34105,97.3,26 Jul 2012,4.6,4.6,4.5,2017-04-30 01:25:38.499369
1750139,ZSIIBO Store,5910,95.1,24 Mar 2015,4.5,4.6,4.5,2017-04-30 01:25:39.613474
1992134,DOG KING LONG QIONG Store,1733,97.2,09 Jan 2016,4.7,4.8,4.6,2017-04-30 01:25:40.532479
1490177,Yitang Store,2985,98.8,20 Oct 2014,4.8,4.8,4.7,2017-04-30 01:25:41.611563
2812068,RUBU Store,314,99.7,05 Feb 2017,4.8,4.8,4.9,2017-04-30 01:25:42.500293
708930,-HOOK-ON-YOU- Store,8653,97.9,16 Sep 2011,4.7,4.7,4.6,2017-04-30 01:25:43.593712
2497065,SuperGym Store,1245,96.5,19 Sep 2016,4.6,4.6,4.5,2017-04-30 01:25:44.472019
1059151,AMENICER Modern Store,4327,96.9,11 Dec 2013,4.7,4.7,4.7,2017-04-30 01:25:45.400471
911997,Logeeyar Store,32846,97.1,17 May 2012,4.6,4.7,4.6,2017-04-30 01:25:46.349639
1908258,THE COOLMIND Store,11561,97.9,24 Aug 2015,4.7,4.6,4.4,2017-04-30 01:25:47.375950
1972481,Cross Group Co. Ltd.,3229,97.7,04 Dec 2015,4.6,4.6,4.3,2017-04-30 01:25:48.275324
1899804,Fredd Marshall,7146,97.4,23 Aug 2015,4.7,4.7,4.5,2017-04-30 01:25:49.278967
122997,For_Men,1624,97.4,07 Apr 2013,4.7,4.7,4.5,2017-04-30 01:25:50.236557
1925543,Fashion Men Design,2580,97.8,18 Sep 2015,4.7,4.8,4.7,2017-04-30 01:25:51.505036
2677028,Superhero General Mobilization Store,687,97.0,11 Oct 2016,4.5,4.6,4.3,2017-04-30 01:25:52.545129
1980090,Haoyu,2767,97.6,11 Dec 2015,4.7,4.7,4.6,2017-04-30 01:25:53.580599
921378,Anna's stroe,11351,97.0,24 Mar 2013,4.6,4.7,4.5,2017-04-30 01:25:54.536805
2403079,Small Koala Store,485,97.1,05 Sep 2016,4.7,4.7,4.4,2017-04-30 01:25:55.433878
2849008,TTATT Design Store,40,100.0,09 Feb 2017,4.9,4.9,5.0,2017-04-30 01:25:56.484257
2060108,First QSP Shop 9,18467,96.0,03 Mar 2016,4.6,4.7,4.6,2017-04-30 01:25:57.597468
1817431,li fen wen na Official Store,16043,97.9,28 May 2015,4.7,4.7,4.6,2017-04-30 01:25:58.645519
